record_time,pressure,pressure_lag_1,pressure_lag_2
2023-01-01 03:12:00,0.694334,0.664539,0.718517
2023-01-01 03:12:00,0.633059,0.694334,0.664539
2023-01-01 03:14:00,0.701368,0.633059,0.694334
2023-01-01 03:16:00,0.652673,0.701368,0.633059
2023-01-01 03:18:00,0.65908,0.652673,0.701368
2023-01-01 03:18:00,0.660081,0.65908,0.652673
2023-01-01 03:20:00,0.682749,0.660081,0.65908
2023-01-01 03:22:00,0.743287,0.682749,0.660081
2023-01-01 03:24:00,0.593,0.743287,0.682749
2023-01-01 03:26:00,0.611571,0.593,0.743287
2023-01-01 03:28:00,2.5,0.611571,0.593
2023-01-01 03:30:00,0.751971,2.5,0.611571
2023-01-01 03:32:00,0.699753,0.751971,2.5
2023-01-01 03:34:00,0.742105,0.699753,0.751971
2023-01-01 03:38:00,0.653,0.742105,0.699753
2023-01-01 03:38:00,0.572793,0.653,0.742105
2023-01-01 03:44:00,0.675253,0.572793,0.653
2023-01-01 03:48:00,0.606804,0.675253,0.572793
2023-01-01 03:50:00,0.559709,0.606804,0.675253
2023-01-01 03:52:00,0.699187,0.559709,0.606804
2023-01-01 03:54:00,0.613457,0.699187,0.559709
2023-01-01 03:56:00,0.584235,0.613457,0.699187
2023-01-01 03:58:00,0.602679,0.584235,0.613457
2023-01-01 04:00:00,0.625799,0.602679,0.584235
2023-01-01 04:02:00,0.619902,0.625799,0.602679
2023-01-01 04:04:00,0.614904,0.619902,0.625799
2023-01-01 04:06:00,0.646268,0.614904,0.619902
2023-01-01 04:10:00,0.718899,0.646268,0.614904
2023-01-01 04:14:00,0.575525,0.718899,0.646268
2023-01-01 04:14:00,0.566232,0.575525,0.718899
2023-01-01 04:20:00,0.621714,0.566232,0.575525
2023-01-01 04:22:00,0.650967,0.621714,0.566232
2023-01-01 04:24:00,0.597942,0.650967,0.621714
2023-01-01 04:24:00,0.598003,0.597942,0.650967
2023-01-01 04:26:00,0.579694,0.598003,0.597942
2023-01-01 04:32:00,0.558049,0.579694,0.598003
2023-01-01 04:34:00,0.627557,0.558049,0.579694
2023-01-01 04:36:00,0.608878,0.627557,0.558049
2023-01-01 04:38:00,0.550345,0.608878,0.627557
2023-01-01 04:40:00,0.527236,0.550345,0.608878
2023-01-01 04:42:00,0.632252,0.527236,0.550345
2023-01-01 04:44:00,0.528344,0.632252,0.527236
2023-01-01 04:44:00,0.519699,0.528344,0.632252
2023-01-01 04:44:00,0.438654,0.519699,0.528344
2023-01-01 04:46:00,0.482773,0.438654,0.519699
2023-01-01 04:46:00,0.570702,0.482773,0.438654
2023-01-01 04:48:00,0.579666,0.570702,0.482773
2023-01-01 04:50:00,0.504412,0.579666,0.570702
2023-01-01 04:56:00,0.448657,0.504412,0.579666
2023-01-01 04:56:00,0.571916,0.448657,0.504412
2023-01-01 05:02:00,0.529067,0.571916,0.448657
2023-01-01 05:04:00,0.546063,0.529067,0.571916
2023-01-01 05:04:00,0.496481,0.546063,0.529067
2023-01-01 05:08:00,0.460037,0.496481,0.546063
2023-01-01 05:12:00,0.520909,0.460037,0.496481
2023-01-01 05:16:00,0.509837,0.520909,0.460037
2023-01-01 05:18:00,0.438297,0.509837,0.520909
2023-01-01 05:20:00,0.393169,0.438297,0.509837
2023-01-01 05:20:00,0.425622,0.393169,0.438297
2023-01-01 05:20:00,0.439483,0.425622,0.393169
2023-01-01 05:22:00,0.523741,0.439483,0.425622
2023-01-01 05:22:00,0.450173,0.523741,0.439483
2023-01-01 05:24:00,0.437421,0.450173,0.523741
2023-01-01 05:26:00,0.46706,0.437421,0.450173
2023-01-01 05:28:00,0.534803,0.46706,0.437421
2023-01-01 05:28:00,0.533133,0.534803,0.46706
2023-01-01 05:30:00,0.455259,0.533133,0.534803
2023-01-01 05:36:00,0.491818,0.455259,0.533133
2023-01-01 05:36:00,0.539625,0.491818,0.455259
2023-01-01 05:38:00,0.534997,0.539625,0.491818
2023-01-01 05:42:00,0.493457,0.534997,0.539625
2023-01-01 05:42:00,0.399211,0.493457,0.534997
2023-01-01 05:44:00,0.483599,0.399211,0.493457
2023-01-01 05:44:00,0.27521,0.483599,0.399211
2023-01-01 05:46:00,0.435151,0.27521,0.483599
2023-01-01 05:48:00,0.4826,0.435151,0.27521
2023-01-01 05:48:00,0.497623,0.4826,0.435151
2023-01-01 05:50:00,0.41612,0.497623,0.4826
2023-01-01 05:50:00,0.374493,0.41612,0.497623
2023-01-01 05:52:00,0.486083,0.374493,0.41612
2023-01-01 05:52:00,0.456322,0.486083,0.374493
2023-01-01 05:54:00,0.427676,0.456322,0.486083
2023-01-01 05:58:00,0.365256,0.427676,0.456322
2023-01-01 06:00:00,0.339815,0.365256,0.427676
2023-01-01 06:04:00,0.326971,0.339815,0.365256
2023-01-01 06:06:00,0.370346,0.326971,0.339815
2023-01-01 06:06:00,0.395011,0.370346,0.326971
2023-01-01 06:08:00,0.394328,0.395011,0.370346
2023-01-01 06:10:00,0.414171,0.394328,0.395011
2023-01-01 06:14:00,0.351641,0.414171,0.394328
2023-01-01 06:16:00,0.473415,0.351641,0.414171
2023-01-01 06:18:00,0.436741,0.473415,0.351641
2023-01-01 06:18:00,0.288336,0.436741,0.473415
2023-01-01 06:20:00,0.349919,0.288336,0.436741
2023-01-01 06:24:00,0.38914,0.349919,0.288336
2023-01-01 06:28:00,0.361023,0.38914,0.349919
2023-01-01 06:28:00,0.315315,0.361023,0.38914
2023-01-01 06:32:00,0.346859,0.315315,0.361023
2023-01-01 06:36:00,0.300832,0.346859,0.315315
2023-01-01 06:36:00,0.450907,0.300832,0.346859
2023-01-01 06:38:00,0.387634,0.450907,0.300832
2023-01-01 06:40:00,0.39232,0.387634,0.450907
2023-01-01 06:40:00,0.400097,0.39232,0.387634
2023-01-01 06:42:00,0.378899,0.400097,0.39232
2023-01-01 06:44:00,0.308182,0.378899,0.400097
2023-01-01 06:46:00,0.265027,0.308182,0.378899
2023-01-01 06:46:00,0.411969,0.265027,0.308182
2023-01-01 06:50:00,0.290797,0.411969,0.265027
2023-01-01 06:50:00,0.32866,0.290797,0.411969
2023-01-01 06:52:00,0.349177,0.32866,0.290797
2023-01-01 06:54:00,0.328544,0.349177,0.32866
2023-01-01 06:56:00,0.36518,0.328544,0.349177
2023-01-01 07:00:00,0.284446,0.36518,0.328544
2023-01-01 07:04:00,0.269027,0.284446,0.36518
2023-01-01 07:20:00,0.335609,0.279637,0.352325
2023-01-01 07:20:00,0.319373,0.335609,0.279637
2023-01-01 07:20:00,0.34786,0.319373,0.335609
2023-01-01 07:24:00,0.273827,0.34786,0.319373
2023-01-01 07:26:00,0.299057,0.273827,0.34786
2023-01-01 07:26:00,0.356204,0.299057,0.273827
2023-01-01 07:30:00,0.286681,0.356204,0.299057
2023-01-01 07:32:00,0.366891,0.286681,0.356204
2023-01-01 07:34:00,0.266931,0.366891,0.286681
2023-01-01 07:36:00,0.24418,0.266931,0.366891
2023-01-01 07:42:00,0.282877,0.42137,0.300067
2023-01-01 07:42:00,0.27297,0.282877,0.42137
2023-01-01 07:44:00,0.194634,0.27297,0.282877
2023-01-01 07:44:00,0.292476,0.194634,0.27297
2023-01-01 07:44:00,0.2697,0.292476,0.194634
2023-01-01 07:46:00,0.354474,0.2697,0.292476
2023-01-01 07:48:00,0.200329,0.354474,0.2697
2023-01-01 07:48:00,0.227472,0.200329,0.354474
2023-01-01 07:50:00,0.367102,0.227472,0.200329
2023-01-01 07:52:00,0.261105,0.367102,0.227472
2023-01-01 07:54:00,0.309144,0.261105,0.367102
2023-01-01 08:00:00,0.371481,0.309144,0.261105
2023-01-01 08:00:00,0.35848,0.371481,0.309144
2023-01-01 08:02:00,0.359654,0.35848,0.371481
2023-01-01 08:04:00,0.332106,0.359654,0.35848
2023-01-01 08:10:00,0.335146,0.332106,0.359654
2023-01-01 08:10:00,0.2617,0.335146,0.332106
2023-01-01 08:14:00,0.358921,0.2617,0.335146
2023-01-01 08:14:00,0.322258,0.358921,0.2617
2023-01-01 08:16:00,0.325604,0.322258,0.358921
2023-01-01 08:18:00,0.255096,0.325604,0.322258
2023-01-01 08:24:00,0.294261,0.255096,0.325604
2023-01-01 08:24:00,0.205036,0.294261,0.255096
2023-01-01 08:24:00,0.287376,0.205036,0.294261
2023-01-01 08:26:00,0.214214,0.287376,0.205036
2023-01-01 08:34:00,0.24602,0.214214,0.287376
2023-01-01 08:36:00,0.32774,0.24602,0.214214
2023-01-01 08:38:00,0.416933,0.32774,0.24602
2023-01-01 08:40:00,0.277036,0.416933,0.32774
2023-01-01 08:42:00,0.312115,0.277036,0.416933
2023-01-01 08:42:00,0.30717,0.312115,0.277036
2023-01-01 08:44:00,0.347025,0.30717,0.312115
2023-01-01 08:48:00,0.212962,0.347025,0.30717
2023-01-01 08:52:00,0.243141,0.212962,0.347025
2023-01-01 08:54:00,0.343256,0.243141,0.212962
2023-01-01 08:54:00,0.241589,0.343256,0.243141
2023-01-01 08:56:00,0.419803,0.241589,0.343256
2023-01-01 08:58:00,0.345102,0.419803,0.241589
2023-01-01 09:00:00,0.191761,0.345102,0.419803
2023-01-01 09:02:00,0.359457,0.191761,0.345102
2023-01-01 09:02:00,0.330541,0.359457,0.191761
2023-01-01 09:04:00,0.326178,0.330541,0.359457
2023-01-01 09:08:00,0.355601,0.326178,0.330541
2023-01-01 09:08:00,0.313308,0.355601,0.326178
2023-01-01 09:10:00,0.324686,0.313308,0.355601
2023-01-01 09:12:00,0.322357,0.324686,0.313308
2023-01-01 09:16:00,0.380136,0.322357,0.324686
2023-01-01 09:18:00,0.332138,0.380136,0.322357
2023-01-01 09:20:00,0.435524,0.332138,0.380136
2023-01-01 09:20:00,0.322857,0.435524,0.332138
2023-01-01 09:22:00,0.383272,0.322857,0.435524
2023-01-01 09:22:00,0.410419,0.383272,0.322857
2023-01-01 09:24:00,0.394596,0.410419,0.383272
2023-01-01 09:24:00,0.350775,0.394596,0.410419
2023-01-01 09:28:00,0.420431,0.350775,0.394596
2023-01-01 09:30:00,0.387637,0.420431,0.350775
2023-01-01 09:30:00,0.40652,0.387637,0.420431
2023-01-01 09:32:00,0.396687,0.40652,0.387637
2023-01-01 09:34:00,0.460058,0.396687,0.40652
2023-01-01 09:34:00,0.38595,0.460058,0.396687
2023-01-01 09:36:00,0.332151,0.38595,0.460058
2023-01-01 09:38:00,0.35883,0.332151,0.38595
2023-01-01 09:40:00,0.529756,0.35883,0.332151
2023-01-01 09:42:00,0.409835,0.529756,0.35883
2023-01-01 09:44:00,0.523863,0.409835,0.529756
2023-01-01 09:46:00,0.49621,0.523863,0.409835
2023-01-01 09:48:00,0.410738,0.49621,0.523863
2023-01-01 09:50:00,0.414578,0.410738,0.49621
2023-01-01 09:52:00,0.281941,0.414578,0.410738
2023-01-01 09:54:00,0.405539,0.281941,0.414578
2023-01-01 09:54:00,0.444123,0.405539,0.281941
2023-01-01 09:56:00,0.345437,0.444123,0.405539
2023-01-01 09:58:00,0.487592,0.345437,0.444123
2023-01-01 10:00:00,0.50009,0.487592,0.345437
2023-01-01 10:02:00,0.376059,0.50009,0.487592
2023-01-01 10:04:00,0.465125,0.376059,0.50009
2023-01-01 10:04:00,0.412191,0.465125,0.376059
2023-01-01 10:08:00,0.406954,0.412191,0.465125
2023-01-01 10:08:00,0.505482,0.406954,0.412191
2023-01-01 10:12:00,0.563408,0.505482,0.406954
2023-01-01 10:12:00,0.535485,0.563408,0.505482
2023-01-01 10:20:00,0.54914,0.535485,0.563408
2023-01-01 10:20:00,0.574303,0.54914,0.535485
2023-01-01 10:22:00,0.438793,0.574303,0.54914
2023-01-01 10:26:00,0.435969,0.438793,0.574303
2023-01-01 10:28:00,0.59655,0.435969,0.438793
2023-01-01 10:28:00,0.468474,0.59655,0.435969
2023-01-01 10:30:00,0.598056,0.468474,0.59655
2023-01-01 10:36:00,0.427933,0.542273,0.506503
2023-01-01 10:42:00,0.439389,0.427933,0.542273
2023-01-01 10:46:00,0.536018,0.439389,0.427933
2023-01-01 10:46:00,0.468391,0.536018,0.439389
2023-01-01 10:48:00,0.623848,0.468391,0.536018
2023-01-01 10:50:00,0.582897,0.623848,0.468391
2023-01-01 10:50:00,0.553222,0.582897,0.623848
2023-01-01 10:52:00,0.589412,0.553222,0.582897
2023-01-01 10:54:00,0.519962,0.589412,0.553222
2023-01-01 10:54:00,0.533773,0.519962,0.589412
2023-01-01 10:54:00,0.592711,0.533773,0.519962
2023-01-01 10:56:00,0.479384,0.592711,0.533773
2023-01-01 10:58:00,0.554788,0.479384,0.592711
2023-01-01 11:00:00,0.547189,0.554788,0.479384
2023-01-01 11:00:00,0.608135,0.547189,0.554788
2023-01-01 11:02:00,0.610883,0.608135,0.547189
2023-01-01 11:04:00,0.554804,0.610883,0.608135
2023-01-01 11:06:00,0.627026,0.554804,0.610883
2023-01-01 11:08:00,0.484017,0.627026,0.554804
2023-01-01 11:08:00,0.590529,0.484017,0.627026
2023-01-01 11:10:00,0.633844,0.590529,0.484017
2023-01-01 11:10:00,0.559462,0.633844,0.590529
2023-01-01 11:10:00,0.5468,0.559462,0.633844
2023-01-01 11:16:00,0.668263,0.5468,0.559462
2023-01-01 11:18:00,0.513749,0.668263,0.5468
2023-01-01 11:20:00,0.614752,0.513749,0.668263
2023-01-01 11:22:00,0.533798,0.614752,0.513749
2023-01-01 11:22:00,0.663116,0.533798,0.614752
2023-01-01 11:28:00,0.688669,0.663116,0.533798
2023-01-01 11:30:00,0.695212,0.688669,0.663116
2023-01-01 11:32:00,0.643196,0.695212,0.688669
2023-01-01 11:32:00,0.591887,0.643196,0.695212
2023-01-01 11:34:00,0.732189,0.591887,0.643196
2023-01-01 11:34:00,0.693781,0.732189,0.591887
2023-01-01 11:38:00,0.605988,0.693781,0.732189
2023-01-01 11:38:00,0.579785,0.605988,0.693781
2023-01-01 11:42:00,0.61488,0.579785,0.605988
2023-01-01 11:42:00,0.600589,0.61488,0.579785
2023-01-01 11:46:00,0.695334,0.600589,0.61488
2023-01-01 11:48:00,0.686318,0.695334,0.600589
2023-01-01 11:48:00,0.701505,0.686318,0.695334
2023-01-01 11:50:00,0.641322,0.701505,0.686318
2023-01-01 11:50:00,0.580151,0.641322,0.701505
2023-01-01 11:54:00,0.634807,0.580151,0.641322
2023-01-01 11:54:00,0.624734,0.634807,0.580151
2023-01-01 11:56:00,0.657672,0.624734,0.634807
2023-01-01 11:56:00,0.6228,0.657672,0.624734
2023-01-01 11:56:00,0.608512,0.6228,0.657672
2023-01-01 11:58:00,0.620015,0.608512,0.6228
2023-01-01 12:00:00,0.691495,0.620015,0.608512
2023-01-01 12:00:00,0.681946,0.691495,0.620015
2023-01-01 12:02:00,0.687205,0.681946,0.691495
2023-01-01 12:02:00,0.647055,0.687205,0.681946
2023-01-01 12:02:00,0.67032,0.647055,0.687205
2023-01-01 12:06:00,0.656004,0.67032,0.647055
2023-01-01 12:08:00,0.681713,0.656004,0.67032
2023-01-01 12:10:00,0.650783,0.681713,0.656004
2023-01-01 12:10:00,0.720255,0.650783,0.681713
2023-01-01 12:14:00,0.63462,0.720255,0.650783
2023-01-01 12:18:00,0.61627,0.63462,0.720255
2023-01-01 12:18:00,0.693481,0.61627,0.63462
2023-01-01 12:22:00,0.655253,0.693481,0.61627
2023-01-01 12:24:00,0.586036,0.655253,0.693481
2023-01-01 12:24:00,0.637919,0.586036,0.655253
2023-01-01 12:26:00,0.663569,0.637919,0.586036
2023-01-01 12:26:00,0.708789,0.663569,0.637919
2023-01-01 12:26:00,0.716382,0.708789,0.663569
2023-01-01 12:28:00,0.69386,0.716382,0.708789
2023-01-01 12:30:00,0.665462,0.69386,0.716382
2023-01-01 12:30:00,0.731204,0.665462,0.69386
2023-01-01 12:32:00,0.607338,0.731204,0.665462
2023-01-01 12:32:00,0.783405,0.607338,0.731204
2023-01-01 12:32:00,0.683105,0.783405,0.607338
2023-01-01 12:34:00,0.619785,0.683105,0.783405
2023-01-01 12:40:00,0.660572,0.619785,0.683105
2023-01-01 12:40:00,0.637457,0.660572,0.619785
2023-01-01 12:44:00,0.71128,0.637457,0.660572
2023-01-01 12:48:00,0.628193,0.71128,0.637457
2023-01-01 12:50:00,0.656722,0.628193,0.71128
2023-01-01 12:50:00,0.728878,0.656722,0.628193
2023-01-01 12:52:00,0.764666,0.728878,0.656722
2023-01-01 12:52:00,0.672847,0.764666,0.728878
2023-01-01 12:58:00,0.704927,0.672847,0.764666
2023-01-01 12:58:00,0.66245,0.704927,0.672847
2023-01-01 13:00:00,0.706741,0.66245,0.704927
2023-01-01 13:04:00,0.655655,0.706741,0.66245
2023-01-01 13:04:00,0.689452,0.655655,0.706741
2023-01-01 13:08:00,0.703869,0.689452,0.655655
2023-01-01 13:08:00,0.688059,0.703869,0.689452
2023-01-01 13:10:00,0.758857,0.688059,0.703869
2023-01-01 13:12:00,0.631377,0.758857,0.688059
2023-01-01 13:12:00,0.684126,0.631377,0.758857
2023-01-01 13:14:00,0.689568,0.684126,0.631377
2023-01-01 13:16:00,0.633106,0.689568,0.684126
2023-01-01 13:22:00,0.662591,0.633106,0.689568
2023-01-01 13:26:00,0.715313,0.662591,0.633106
2023-01-01 13:26:00,0.709032,0.715313,0.662591
2023-01-01 13:28:00,0.822008,0.709032,0.715313
2023-01-01 13:30:00,0.720533,0.822008,0.709032
2023-01-01 13:30:00,0.71695,0.720533,0.822008
2023-01-01 13:32:00,0.630112,0.71695,0.720533
2023-01-01 13:32:00,0.673172,0.630112,0.71695
2023-01-01 13:36:00,0.749607,0.673172,0.630112
2023-01-01 13:44:00,0.75259,0.749607,0.673172
2023-01-01 13:46:00,0.609955,0.75259,0.749607
2023-01-01 13:50:00,0.713843,0.609955,0.75259
2023-01-01 13:52:00,0.619399,0.713843,0.609955
2023-01-01 13:54:00,0.611024,0.619399,0.713843
2023-01-01 13:56:00,0.66774,0.611024,0.619399
2023-01-01 13:58:00,0.690452,0.66774,0.611024
2023-01-01 13:58:00,0.611904,0.690452,0.66774
2023-01-01 14:02:00,0.671771,0.611904,0.690452
2023-01-01 14:04:00,0.681035,0.671771,0.611904
2023-01-01 14:04:00,0.698993,0.681035,0.671771
2023-01-01 14:06:00,0.644658,0.698993,0.681035
2023-01-01 14:06:00,0.672292,0.644658,0.698993
2023-01-01 14:08:00,0.623807,0.672292,0.644658
2023-01-01 14:16:00,0.639592,0.623807,0.672292
2023-01-01 14:16:00,0.646307,0.639592,0.623807
2023-01-01 14:18:00,0.64039,0.646307,0.639592
2023-01-01 14:20:00,0.666933,0.64039,0.646307
2023-01-01 14:24:00,0.629942,0.666933,0.64039
2023-01-01 14:26:00,0.640541,0.629942,0.666933
2023-01-01 14:36:00,0.613411,0.640541,0.629942
2023-01-01 14:42:00,0.614857,0.613411,0.640541
2023-01-01 14:44:00,0.597794,0.614857,0.613411
2023-01-01 14:46:00,0.620015,0.597794,0.614857
2023-01-01 14:46:00,0.569431,0.620015,0.597794
2023-01-01 14:48:00,0.612062,0.569431,0.620015
2023-01-01 14:48:00,0.594123,0.612062,0.569431
2023-01-01 14:52:00,0.628083,0.594123,0.612062
2023-01-01 15:02:00,0.591999,0.628083,0.594123
2023-01-01 15:02:00,0.592686,0.591999,0.628083
2023-01-01 15:06:00,0.566514,0.592686,0.591999
2023-01-01 15:08:00,0.570664,0.566514,0.592686
2023-01-01 15:10:00,0.62345,0.570664,0.566514
2023-01-01 15:14:00,0.49869,0.62345,0.570664
2023-01-01 15:14:00,0.496731,0.49869,0.62345
2023-01-01 15:20:00,0.603642,0.496731,0.49869
2023-01-01 15:20:00,0.517306,0.603642,0.496731
2023-01-01 15:24:00,0.555674,0.517306,0.603642
2023-01-01 15:24:00,0.641327,0.555674,0.517306
2023-01-01 15:26:00,0.595069,0.641327,0.555674
2023-01-01 15:32:00,2.5,0.595069,0.641327
2023-01-01 15:34:00,0.551809,2.5,0.595069
2023-01-01 15:34:00,0.565491,0.551809,2.5
2023-01-01 15:34:00,0.569096,0.565491,0.551809
2023-01-01 15:40:00,0.509056,0.569096,0.565491
2023-01-01 15:42:00,0.461281,0.509056,0.569096
2023-01-01 15:46:00,0.486904,0.461281,0.509056
2023-01-01 15:48:00,0.53286,0.486904,0.461281
2023-01-01 15:50:00,0.433415,0.53286,0.486904
2023-01-01 15:52:00,0.441217,0.433415,0.53286
2023-01-01 15:56:00,0.437856,0.441217,0.433415
2023-01-01 15:58:00,0.53254,0.437856,0.441217
2023-01-01 16:02:00,0.460073,0.53254,0.437856
2023-01-01 16:02:00,0.432931,0.460073,0.53254
2023-01-01 16:04:00,0.482309,0.432931,0.460073
2023-01-01 16:06:00,0.54039,0.482309,0.432931
2023-01-01 16:12:00,0.522018,0.538856,0.467775
2023-01-01 16:14:00,0.390947,0.522018,0.538856
2023-01-01 16:16:00,0.440996,0.390947,0.522018
2023-01-01 16:22:00,0.415338,0.440996,0.390947
2023-01-01 16:22:00,0.405005,0.415338,0.440996
2023-01-01 16:24:00,0.4052,0.405005,0.415338
2023-01-01 16:26:00,0.402055,0.4052,0.405005
2023-01-01 16:28:00,0.452794,0.402055,0.4052
2023-01-01 16:30:00,0.440693,0.452794,0.402055
2023-01-01 16:32:00,0.398658,0.440693,0.452794
2023-01-01 16:32:00,0.460617,0.398658,0.440693
2023-01-01 16:34:00,0.391527,0.460617,0.398658
2023-01-01 16:36:00,0.360906,0.391527,0.460617
2023-01-01 16:38:00,0.413745,0.360906,0.391527
2023-01-01 16:38:00,0.294715,0.413745,0.360906
2023-01-01 16:40:00,0.393421,0.294715,0.413745
2023-01-01 16:46:00,0.414785,0.410958,0.403136
2023-01-01 16:50:00,0.402256,0.414785,0.410958
2023-01-01 16:52:00,0.379613,0.402256,0.414785
2023-01-01 16:54:00,0.318903,0.379613,0.402256
2023-01-01 16:54:00,0.345531,0.318903,0.379613
2023-01-01 17:00:00,0.371205,0.345531,0.318903
2023-01-01 17:04:00,0.42978,0.371205,0.345531
2023-01-01 17:04:00,0.380328,0.42978,0.371205
2023-01-01 17:06:00,0.319574,0.380328,0.42978
2023-01-01 17:06:00,0.315622,0.319574,0.380328
2023-01-01 17:06:00,0.31787,0.315622,0.319574
2023-01-01 17:08:00,0.334132,0.31787,0.315622
2023-01-01 17:10:00,0.421333,0.334132,0.31787
2023-01-01 17:12:00,0.373071,0.421333,0.334132
2023-01-01 17:12:00,0.442834,0.373071,0.421333
2023-01-01 17:16:00,0.367005,0.442834,0.373071
2023-01-01 17:18:00,0.417383,0.367005,0.442834
2023-01-01 17:20:00,0.27539,0.417383,0.367005
2023-01-01 17:22:00,0.41823,0.27539,0.417383
2023-01-01 17:22:00,0.285598,0.41823,0.27539
2023-01-01 17:24:00,0.266698,0.285598,0.41823
2023-01-01 17:28:00,0.345563,0.266698,0.285598
2023-01-01 17:28:00,0.228573,0.345563,0.266698
2023-01-01 17:30:00,0.202694,0.228573,0.345563
2023-01-01 17:32:00,0.274311,0.202694,0.228573
2023-01-01 17:34:00,0.327569,0.274311,0.202694
2023-01-01 17:36:00,0.405248,0.327569,0.274311
2023-01-01 17:40:00,0.266173,0.405248,0.327569
2023-01-01 17:40:00,0.255932,0.266173,0.405248
2023-01-01 17:42:00,0.292892,0.255932,0.266173
2023-01-01 17:44:00,0.291171,0.292892,0.255932
2023-01-01 17:44:00,0.413119,0.291171,0.292892
